,name,res_value_bool,res_idx,predictions_1,predictions_2,predictions_3,predictions_4,predictions_5,predictions_average,Aggregation label
2104, Myocilin__AP00090,0,421,0.78111655,0.8868357,0.66717046,0.84753114,0.8162279,0.7997764,False
2105, Myocilin__AP00090,0,422,0.7345659,0.87062943,0.60423803,0.8062372,0.7894754,0.7610292,False
2106, Myocilin__AP00090,0,423,0.7299782,0.8748662,0.6046075,0.82825804,0.7851864,0.7645793,False
2107, Myocilin__AP00090,0,424,0.7393393,0.86061704,0.61682004,0.80680746,0.7816134,0.76103944,False
2108, Myocilin__AP00090,0,425,0.7373129,0.8671856,0.59569025,0.8062099,0.7806525,0.7574102,False
2109, Myocilin__AP00090,0,426,0.75637937,0.8724641,0.6347038,0.8142847,0.7936934,0.77430516,False
2110, Myocilin__AP00090,0,427,0.7570364,0.87429327,0.60697305,0.80659765,0.7973255,0.7684452,False
2111, Myocilin__AP00090,0,428,0.7542721,0.8774276,0.6239587,0.8067977,0.7886147,0.7702142,False
2112, Myocilin__AP00090,0,429,0.75612324,0.8744655,0.6112937,0.8081412,0.7911934,0.76824343,False
2113, Myocilin__AP00090,0,430,0.733357,0.87013024,0.6208473,0.80411214,0.7783562,0.7613605,False
2114, Myocilin__AP00090,0,431,0.73832864,0.8677948,0.6281346,0.79727674,0.77803946,0.76191485,False
2115, Myocilin__AP00090,0,432,0.7308594,0.86510664,0.6000071,0.80053014,0.7766043,0.7546215,False
2116, Myocilin__AP00090,0,433,0.73310137,0.8713532,0.62311757,0.816895,0.78542686,0.76597875,False
2117, Myocilin__AP00090,0,434,0.7343616,0.8694192,0.60395557,0.8070689,0.7935975,0.7616805,False
2118, Myocilin__AP00090,0,435,0.7442377,0.8721758,0.6251122,0.8180857,0.7935465,0.77063155,False
2119, Myocilin__AP00090,0,436,0.7445883,0.87188816,0.6326243,0.8140967,0.79021007,0.7706815,False
2120, Myocilin__AP00090,0,437,0.7369438,0.86686355,0.61574507,0.80636984,0.79485357,0.7641552,False
2121, Myocilin__AP00090,0,438,0.7334421,0.8592967,0.5906015,0.7885759,0.7839819,0.7511796,False
2122, Myocilin__AP00090,0,439,0.73551667,0.86651975,0.60300726,0.8025543,0.78700095,0.75891984,False
2123, Myocilin__AP00090,0,440,0.73586375,0.8596253,0.5776527,0.7932975,0.78258663,0.74980515,False
2124, Myocilin__AP00090,0,441,0.7397376,0.8686675,0.6051224,0.81916714,0.791605,0.7648599,False
2125, Myocilin__AP00090,0,442,0.7528852,0.8693827,0.5839445,0.80744255,0.77958196,0.75864744,False
2126, Myocilin__AP00090,0,443,0.7602389,0.87260675,0.60245574,0.81966984,0.789562,0.76890665,False
2127, Myocilin__AP00090,0,444,0.7420438,0.87183064,0.59097344,0.7927179,0.7924403,0.7580012,False
2128, Myocilin__AP00090,0,445,0.7367187,0.87722737,0.63005286,0.815853,0.7931235,0.77059513,False
2129, Myocilin__AP00090,0,446,0.74012554,0.8682707,0.57829136,0.81859314,0.7886491,0.758786,False
2130, Myocilin__AP00090,0,447,0.75746346,0.86534363,0.62519723,0.8299831,0.79026836,0.7736511,False
2131, Myocilin__AP00090,0,448,0.73970944,0.87168497,0.60511965,0.830629,0.7847572,0.76638,False
2132, Myocilin__AP00090,0,449,0.73391944,0.8699428,0.58117485,0.81226945,0.7802384,0.755509,False
2133, Myocilin__AP00090,0,450,0.7317291,0.86188847,0.59241474,0.803525,0.77109754,0.752131,False
2134, Myocilin__AP00090,0,451,0.73183167,0.85652876,0.5643709,0.7958282,0.7702739,0.7437667,False
2135, Myocilin__AP00090,0,452,0.75733566,0.874107,0.6419555,0.8181077,0.7890703,0.7761153,False
2136, Myocilin__AP00090,0,453,0.7565978,0.874382,0.60710496,0.81370777,0.79828084,0.77001464,False
2137, Myocilin__AP00090,0,454,0.77375406,0.877609,0.6279053,0.82654846,0.8046305,0.7820895,False
2138, Myocilin__AP00090,0,455,0.7632744,0.88109475,0.62204355,0.83114356,0.7977836,0.779068,False
2139, Myocilin__AP00090,0,456,0.7397588,0.87923104,0.62784153,0.83600116,0.7941321,0.7753929,False
2140, Myocilin__AP00090,0,457,0.7628065,0.8776326,0.64502585,0.83980274,0.8037113,0.7857958,False
2141, Myocilin__AP00090,0,458,0.76475394,0.88210505,0.6330069,0.83019423,0.8056246,0.78313696,False
2142, Myocilin__AP00090,0,459,0.78407294,0.8847869,0.6458136,0.8449615,0.81163824,0.79425466,False
2143, Myocilin__AP00090,0,460,0.77819127,0.8822051,0.650837,0.82791233,0.81044495,0.7899181,False
2144, Myocilin__AP00090,0,461,0.823956,0.8960148,0.7042516,0.86322105,0.83050096,0.82358897,False
2145, Myocilin__AP00090,0,462,0.8283719,0.8971136,0.6792314,0.85022974,0.826694,0.81632817,False
2146, Myocilin__AP00090,0,463,0.8044027,0.89377725,0.69001186,0.8452714,0.82525027,0.81174266,False
2147, Myocilin__AP00090,0,464,0.76897407,0.8811719,0.62942916,0.8421274,0.8123027,0.78680104,False
2148, Myocilin__AP00090,0,465,0.78770304,0.8893667,0.7110886,0.8622151,0.81376374,0.8128274,False
2149, Myocilin__AP00090,0,466,0.77761275,0.87739724,0.6204958,0.8245752,0.8033597,0.78068817,False
2150, Myocilin__AP00090,0,467,0.8174283,0.89256537,0.6697707,0.86399734,0.8194309,0.81263846,False
2151, Myocilin__AP00090,0,468,0.7527106,0.8743992,0.64121234,0.8284113,0.8094018,0.781227,False
2152, Myocilin__AP00090,0,469,0.78792554,0.87947273,0.632991,0.831212,0.8057134,0.78746295,False
2153, Myocilin__AP00090,0,470,0.74667484,0.86663723,0.60818017,0.80469114,0.78624034,0.7624847,False
2154, Myocilin__AP00090,0,471,0.73556596,0.8548468,0.57782924,0.7838822,0.7793963,0.7463041,False
2155, Ovalbumin__AP00094,0,0,0.731665,0.8532737,0.57083464,0.7752631,0.7718318,0.74057364,False
2156, Ovalbumin__AP00094,0,1,0.74297076,0.86173594,0.61534077,0.8038964,0.7810586,0.7610005,False
2157, Ovalbumin__AP00094,0,2,0.75089455,0.8632209,0.59734976,0.80251235,0.7797913,0.75875384,False
2158, Ovalbumin__AP00094,0,3,0.7413551,0.8643645,0.5960536,0.8185907,0.7863177,0.7613363,False
2159, Ovalbumin__AP00094,0,4,0.7869619,0.87974226,0.6552026,0.837279,0.8080211,0.7934414,False
2160, Ovalbumin__AP00094,0,5,0.79120994,0.88105476,0.63305414,0.8379182,0.81086564,0.79082054,False
2161, Ovalbumin__AP00094,0,6,0.7651831,0.8784325,0.641775,0.8336263,0.8055436,0.7849121,False
2162, Ovalbumin__AP00094,0,7,0.77190757,0.8738237,0.63603806,0.8245815,0.79900825,0.78107184,False
2163, Ovalbumin__AP00094,0,8,0.7439083,0.86927533,0.5920497,0.8161103,0.7930567,0.7628801,False
2164, Ovalbumin__AP00094,0,9,0.7393602,0.8752608,0.6138531,0.81748056,0.79342705,0.7678763,False
2165, Ovalbumin__AP00094,0,10,0.7709995,0.87089247,0.6125527,0.82898664,0.80173504,0.7770332,False
2166, Ovalbumin__AP00094,0,11,0.7726494,0.8773088,0.63134927,0.8368859,0.8009498,0.7838286,False
2167, Ovalbumin__AP00094,0,12,0.8065172,0.88458097,0.6497041,0.8498635,0.81377906,0.8008889,False
2168, Ovalbumin__AP00094,0,13,0.8086434,0.8849255,0.636949,0.8418199,0.8094418,0.79635596,False
2169, Ovalbumin__AP00094,0,14,0.79563606,0.87785286,0.63984877,0.8405001,0.8109914,0.79296577,False
2170, Ovalbumin__AP00094,0,15,0.77673984,0.8752787,0.6475787,0.839089,0.7996896,0.78767514,False
2171, Ovalbumin__AP00094,0,16,0.81211275,0.89271575,0.67725194,0.8536861,0.81240183,0.80963373,False
2172, Ovalbumin__AP00094,0,17,0.7735414,0.8737763,0.6431856,0.8236019,0.805723,0.78396565,False
2173, Ovalbumin__AP00094,0,18,0.79864365,0.8727947,0.649762,0.8298185,0.79936904,0.79007757,False
2174, Ovalbumin__AP00094,0,19,0.7805442,0.8774415,0.642911,0.8225077,0.8023907,0.785159,False
2175, Ovalbumin__AP00094,0,20,0.77634066,0.87742,0.62724537,0.82593507,0.8090797,0.7832042,False
2176, Ovalbumin__AP00094,0,21,0.76403964,0.8730219,0.6412056,0.83830184,0.80115455,0.7835447,False
2177, Ovalbumin__AP00094,0,22,0.7678636,0.8753426,0.637571,0.8376387,0.8046812,0.78461933,False
2178, Ovalbumin__AP00094,0,23,0.7624759,0.8705406,0.62850595,0.820086,0.8006096,0.7764436,False
2179, Ovalbumin__AP00094,0,24,0.7906148,0.87861395,0.6480176,0.8352221,0.80637527,0.7917688,False
2180, Ovalbumin__AP00094,0,25,0.7835272,0.8812309,0.6612483,0.833418,0.81279355,0.79444355,False
2181, Ovalbumin__AP00094,0,26,0.8115524,0.8803474,0.6563472,0.8492417,0.8192782,0.8033534,False
2182, Ovalbumin__AP00094,0,27,0.7781835,0.87979686,0.6319103,0.8372528,0.8159763,0.788624,False
2183, Ovalbumin__AP00094,0,28,0.78926057,0.88501525,0.6663614,0.8524889,0.82048434,0.8027221,False
2184, Ovalbumin__AP00094,0,29,0.8179201,0.88950497,0.6598742,0.86135936,0.821455,0.8100227,False
2185, Ovalbumin__AP00094,0,30,0.806042,0.88862807,0.70586693,0.8610062,0.8229196,0.8168926,False
2186, Ovalbumin__AP00094,1,31,0.8202187,0.88894576,0.67047787,0.8600218,0.8257856,0.81308997,True
2187, Ovalbumin__AP00094,1,32,0.8207742,0.89356625,0.69566417,0.86599183,0.8292362,0.82104653,True
2188, Ovalbumin__AP00094,1,33,0.809289,0.88996917,0.68077624,0.8603221,0.82335603,0.81274253,True
2189, Ovalbumin__AP00094,1,34,0.83877593,0.89056015,0.68844527,0.8627053,0.82987195,0.82207173,True
2190, Ovalbumin__AP00094,1,35,0.80371714,0.8896093,0.6732124,0.8600953,0.8285526,0.81103736,True
2191, Ovalbumin__AP00094,1,36,0.8448546,0.90030473,0.72058535,0.87462455,0.8327189,0.8346176,True
2192, Ovalbumin__AP00094,1,37,0.8066176,0.8837597,0.65481234,0.8519098,0.8228262,0.8039851,True
2193, Ovalbumin__AP00094,1,38,0.81905544,0.8907345,0.6842422,0.84845126,0.8188794,0.81227267,True
2194, Ovalbumin__AP00094,1,39,0.8080461,0.8928566,0.6856809,0.86447877,0.8243421,0.81508094,True
2195, Ovalbumin__AP00094,1,40,0.8173437,0.8895476,0.6686427,0.84352297,0.8231426,0.8084399,True
2196, Ovalbumin__AP00094,1,41,0.81064916,0.89474565,0.6932803,0.8647653,0.83067554,0.81882316,True
2197, Ovalbumin__AP00094,1,42,0.8077852,0.88548493,0.6593793,0.85081077,0.822956,0.80528325,True
2198, Ovalbumin__AP00094,0,43,0.79850984,0.89062613,0.6746045,0.8549724,0.8190992,0.8075625,False
2199, Ovalbumin__AP00094,0,44,0.83107394,0.8856619,0.6691721,0.8591515,0.81825364,0.8126626,False
2200, Ovalbumin__AP00094,0,45,0.7478497,0.870962,0.62883705,0.815729,0.7957682,0.77182925,False
2201, Ovalbumin__AP00094,0,46,0.7434672,0.8668029,0.6179671,0.80589503,0.79502606,0.76583165,False
2202, Ovalbumin__AP00094,0,47,0.7311008,0.8690918,0.6112301,0.80770195,0.78737,0.7612989,False
2203, Ovalbumin__AP00094,0,48,0.7443279,0.8604379,0.5969036,0.79357046,0.78363633,0.7557753,False
2204, Ovalbumin__AP00094,0,49,0.7328679,0.85144496,0.57861537,0.7950519,0.773953,0.74638665,False
2205, Ovalbumin__AP00094,0,50,0.737172,0.85451335,0.60398227,0.791008,0.7689762,0.75113034,False
2206, Ovalbumin__AP00094,0,51,0.73452646,0.8626306,0.6004719,0.8093101,0.77696526,0.7567808,False
2207, Ovalbumin__AP00094,0,52,0.7450383,0.8614162,0.6247916,0.8200088,0.7836333,0.7669776,False
2208, Ovalbumin__AP00094,0,53,0.7824637,0.8654837,0.62457836,0.8158315,0.7968969,0.77705085,False
2209, Ovalbumin__AP00094,0,54,0.76180387,0.87491226,0.63426757,0.8336134,0.7984379,0.780607,False
2210, Ovalbumin__AP00094,0,55,0.7928086,0.8789659,0.6599106,0.8307542,0.80578446,0.7936448,False
2211, Ovalbumin__AP00094,0,56,0.79646915,0.8760722,0.67314655,0.8370431,0.80263233,0.79707265,False
2212, Ovalbumin__AP00094,0,57,0.7772119,0.8676768,0.6102459,0.82895076,0.79413104,0.7756433,False
2213, Ovalbumin__AP00094,0,58,0.73740536,0.8697923,0.61382776,0.82402354,0.79644144,0.76829803,False
2214, Ovalbumin__AP00094,0,59,0.7548211,0.86697406,0.6279927,0.8227667,0.79334676,0.7731803,False
2215, Ovalbumin__AP00094,0,60,0.7542516,0.870951,0.62067896,0.8312417,0.7932057,0.7740658,False
2216, Ovalbumin__AP00094,0,61,0.74201864,0.86177105,0.617896,0.80998814,0.7942471,0.7651842,False
2217, Ovalbumin__AP00094,0,62,0.7353069,0.860912,0.6021748,0.80611354,0.7854878,0.75799906,False
2218, Ovalbumin__AP00094,0,63,0.73823935,0.8585552,0.5877316,0.8058731,0.78390115,0.7548601,False
2219, Ovalbumin__AP00094,0,64,0.7329394,0.8600441,0.593725,0.8065283,0.78687376,0.7560221,False
2220, Ovalbumin__AP00094,0,65,0.73108566,0.85853446,0.59072435,0.80752814,0.77852815,0.75328016,False
2221, Ovalbumin__AP00094,0,66,0.7389134,0.86384153,0.60487515,0.8199603,0.78488994,0.7624961,False
2222, Ovalbumin__AP00094,0,67,0.7365762,0.8632225,0.5961433,0.8103153,0.78542995,0.75833744,False
2223, Ovalbumin__AP00094,0,68,0.739591,0.85949486,0.5963606,0.8050197,0.7820154,0.7564963,False
2224, Ovalbumin__AP00094,0,69,0.7360565,0.8595826,0.59579927,0.81280607,0.7777813,0.7564052,False
2225, Ovalbumin__AP00094,0,70,0.73841923,0.869005,0.61373615,0.8111725,0.784273,0.7633212,False
2226, Ovalbumin__AP00094,0,71,0.76609284,0.8736881,0.6207985,0.82915384,0.79990363,0.7779274,False
2227, Ovalbumin__AP00094,0,72,0.7494467,0.8696295,0.63220793,0.8218239,0.79733247,0.7740881,False
2228, Ovalbumin__AP00094,0,73,0.7379017,0.8731342,0.6366248,0.8262165,0.7936541,0.7735063,False
2229, Ovalbumin__AP00094,0,74,0.7579801,0.86477697,0.60619444,0.8143395,0.79372066,0.76740235,False
2230, Ovalbumin__AP00094,0,75,0.7411306,0.8717428,0.6176035,0.82921207,0.79390347,0.77071846,False
2231, Ovalbumin__AP00094,0,76,0.76655376,0.8705353,0.63702697,0.8229137,0.78634095,0.77667415,False
2232, Ovalbumin__AP00094,0,77,0.79172975,0.8753762,0.6221094,0.8207902,0.80992234,0.7839855,False
2233, Ovalbumin__AP00094,0,78,0.79721946,0.87827444,0.66109586,0.8348053,0.81460637,0.7972003,False
2234, Ovalbumin__AP00094,0,79,0.7867109,0.87721676,0.63748133,0.84101415,0.81457615,0.79139984,False
2235, Ovalbumin__AP00094,0,80,0.7472328,0.8756445,0.64417017,0.8392936,0.8048627,0.78224075,False
2236, Ovalbumin__AP00094,0,81,0.7836383,0.8807511,0.6497163,0.843499,0.80808926,0.7931388,False
2237, Ovalbumin__AP00094,0,82,0.75355494,0.8646491,0.5987217,0.8086894,0.79134727,0.7633925,False
2238, Ovalbumin__AP00094,0,83,0.7383194,0.8567979,0.5817714,0.7925757,0.7796003,0.74981296,False
2239, Ovalbumin__AP00094,0,84,0.7410676,0.8672366,0.62290186,0.81321514,0.7824596,0.7653762,False
2240, Ovalbumin__AP00094,0,85,0.767273,0.8712333,0.63310087,0.8300374,0.798659,0.7800607,False
2241, Ovalbumin__AP00094,0,86,0.77022386,0.86911577,0.62022245,0.8318217,0.79432416,0.7771416,False
2242, Ovalbumin__AP00094,0,87,0.76742154,0.87339246,0.64429754,0.83222556,0.8016199,0.7837914,False
2243, Ovalbumin__AP00094,0,88,0.7960217,0.88091063,0.65907544,0.84521335,0.8098679,0.79821783,False
2244, Ovalbumin__AP00094,0,89,0.7622545,0.875207,0.66147286,0.8288255,0.8079834,0.7871486,False
2245, Ovalbumin__AP00094,0,90,0.780018,0.8706427,0.64086425,0.8228569,0.80132675,0.78314173,False
2246, Ovalbumin__AP00094,0,91,0.7383124,0.8693642,0.6129279,0.81989425,0.78773284,0.76564634,False
2247, Ovalbumin__AP00094,0,92,0.75226986,0.87186146,0.6280419,0.8151889,0.7873219,0.7709368,False
2248, Ovalbumin__AP00094,0,93,0.7459331,0.864648,0.6141541,0.80281895,0.79627776,0.7647664,False
2249, Ovalbumin__AP00094,0,94,0.7765475,0.86932176,0.6342596,0.8226216,0.803233,0.7811967,False
2250, Ovalbumin__AP00094,0,95,0.74556917,0.8691219,0.6207009,0.810825,0.7943779,0.768119,False
2251, Ovalbumin__AP00094,0,96,0.7602105,0.87261057,0.6252377,0.8264404,0.8056687,0.77803355,False
2252, Ovalbumin__AP00094,0,97,0.76242447,0.8730233,0.62528867,0.8404973,0.8010577,0.7804583,False
2253, Ovalbumin__AP00094,0,98,0.7621336,0.8735128,0.6224879,0.83276314,0.803189,0.7788173,False
2254, Ovalbumin__AP00094,0,99,0.79869384,0.8762266,0.64994514,0.85004306,0.80565244,0.7961122,False
2255, Ovalbumin__AP00094,0,100,0.77541995,0.8777084,0.6398801,0.8292872,0.8027697,0.7850131,False
2256, Ovalbumin__AP00094,0,101,0.75472325,0.87098044,0.61250395,0.81966865,0.8026238,0.7721,False
2257, Ovalbumin__AP00094,0,102,0.74457484,0.873819,0.6468458,0.83088565,0.7893246,0.77708995,False
2258, Ovalbumin__AP00094,0,103,0.7853593,0.87500614,0.638382,0.8356571,0.80045587,0.7869721,False
2259, Ovalbumin__AP00094,0,104,0.7360372,0.86382145,0.59018576,0.8011566,0.78918415,0.756077,False
2260, Ovalbumin__AP00094,0,105,0.73858815,0.8655811,0.61236703,0.80757284,0.7892299,0.7626678,False
2261, Ovalbumin__AP00094,0,106,0.7598125,0.8692076,0.6169737,0.827519,0.7922097,0.7731445,False
2262, Ovalbumin__AP00094,0,107,0.757055,0.87268364,0.63309085,0.8220722,0.7922214,0.7754246,False
2263, Ovalbumin__AP00094,0,108,0.7830529,0.87776005,0.6446244,0.8312875,0.79157054,0.78565913,False
2264, Ovalbumin__AP00094,0,109,0.7415051,0.8665797,0.59664536,0.80712324,0.7856148,0.7594936,False
2265, Ovalbumin__AP00094,0,110,0.7434468,0.8609188,0.59642696,0.8007109,0.78085566,0.7564718,False
2266, Ovalbumin__AP00094,0,111,0.74359167,0.8682166,0.6177553,0.8176542,0.78872573,0.7671887,False
2267, Ovalbumin__AP00094,0,112,0.7631023,0.8755211,0.6345874,0.8345055,0.80350035,0.7822434,False
2268, Ovalbumin__AP00094,0,113,0.7886056,0.87404406,0.6277228,0.8300656,0.8013145,0.7843505,False
2269, Ovalbumin__AP00094,0,114,0.75134844,0.8703827,0.62209594,0.8162251,0.78896,0.76980245,False
2270, Ovalbumin__AP00094,0,115,0.74935675,0.8721059,0.61907333,0.8188251,0.78680617,0.7692334,False
2271, Ovalbumin__AP00094,0,116,0.7376954,0.8697138,0.6114132,0.81840044,0.7923048,0.7659055,False
2272, Ovalbumin__AP00094,0,117,0.7844414,0.8674561,0.63426906,0.8344587,0.7950908,0.78314316,False
2273, Ovalbumin__AP00094,0,118,0.7760312,0.87951654,0.6251585,0.8294315,0.79729754,0.78148705,False
2274, Ovalbumin__AP00094,0,119,0.77505213,0.882707,0.64515656,0.84141475,0.8078774,0.79044163,False
2275, Ovalbumin__AP00094,0,120,0.7970655,0.87932616,0.67141557,0.83376676,0.8017523,0.79666525,False
2276, Ovalbumin__AP00094,0,121,0.7840801,0.87232894,0.6193193,0.8308333,0.7935967,0.7800317,False
2277, Ovalbumin__AP00094,0,122,0.7832828,0.8860976,0.6681135,0.85137117,0.7966418,0.7971014,False
2278, Ovalbumin__AP00094,0,123,0.7582224,0.8744543,0.6235469,0.81586105,0.79640347,0.7736976,False
2279, Ovalbumin__AP00094,0,124,0.7784443,0.86730903,0.64268595,0.8225972,0.79660124,0.7815276,False
2280, Ovalbumin__AP00094,0,125,0.75663453,0.87409085,0.6161434,0.8318013,0.7967877,0.7750915,False
2281, Ovalbumin__AP00094,0,126,0.7336623,0.87580055,0.61988586,0.8183049,0.795054,0.7685415,False
2282, Ovalbumin__AP00094,0,127,0.82976115,0.88494205,0.6985157,0.8618761,0.8134145,0.81770194,False
2283, Ovalbumin__AP00094,0,128,0.8020548,0.87033975,0.63736624,0.82831156,0.8015542,0.78792536,False
2284, Ovalbumin__AP00094,0,129,0.7466326,0.866605,0.6254836,0.81114376,0.7836726,0.7667075,False
2285, Ovalbumin__AP00094,0,130,0.7371177,0.865254,0.61463314,0.8108711,0.78451383,0.762478,False
2286, Ovalbumin__AP00094,0,131,0.75935197,0.8696369,0.6244937,0.8213608,0.7999873,0.7749661,False
2287, Ovalbumin__AP00094,0,132,0.78062946,0.8742827,0.6185928,0.8244923,0.80338,0.78027546,False
2288, Ovalbumin__AP00094,0,133,0.741625,0.8690811,0.6213987,0.82759655,0.80079377,0.772099,False
2289, Ovalbumin__AP00094,0,134,0.7728469,0.8747555,0.6299921,0.8266909,0.7991423,0.78068554,False
2290, Ovalbumin__AP00094,0,135,0.76093173,0.8742695,0.6374163,0.8248141,0.80412376,0.7803111,False
2291, Ovalbumin__AP00094,0,136,0.7709351,0.8733924,0.63832575,0.83204335,0.80371135,0.78368163,False
2292, Ovalbumin__AP00094,0,137,0.7617518,0.86738116,0.6249824,0.8286427,0.7877849,0.7741085,False
2293, Ovalbumin__AP00094,0,138,0.7693004,0.87228435,0.62873507,0.82733554,0.8004902,0.7796291,False
2294, Ovalbumin__AP00094,0,139,0.7585761,0.87558603,0.622154,0.82403517,0.80148804,0.77636784,False
2295, Ovalbumin__AP00094,0,140,0.761633,0.8745525,0.64393705,0.83384776,0.8030548,0.783405,False
2296, Ovalbumin__AP00094,0,141,0.76971304,0.8652278,0.6233303,0.82583326,0.79359704,0.7755403,False
2297, Ovalbumin__AP00094,0,142,0.79627717,0.8824034,0.65510297,0.8468153,0.79888004,0.7958958,False
2298, Ovalbumin__AP00094,0,143,0.7710554,0.87842506,0.6406188,0.8255408,0.8035003,0.7838281,False
2299, Ovalbumin__AP00094,0,144,0.7923458,0.8779959,0.6428065,0.84023166,0.8005557,0.7907871,False
2300, Ovalbumin__AP00094,0,145,0.78240174,0.8774982,0.63973594,0.8336566,0.80592245,0.787843,False
2301, Ovalbumin__AP00094,0,146,0.77154255,0.88226676,0.6454868,0.83274823,0.81066877,0.7885426,False
2302, Ovalbumin__AP00094,0,147,0.8074365,0.8895123,0.66334724,0.8458017,0.81617486,0.8044545,False
2303, Ovalbumin__AP00094,0,148,0.7904723,0.8790595,0.65289724,0.8383901,0.8010397,0.7923718,False
2304, Ovalbumin__AP00094,0,149,0.7777614,0.8774108,0.6404102,0.8254335,0.7984363,0.7838904,False
2305, Ovalbumin__AP00094,0,150,0.76467675,0.8824819,0.65087104,0.8409654,0.80085593,0.7879702,False
2306, Ovalbumin__AP00094,0,151,0.79657227,0.8818542,0.65120786,0.8344699,0.80732024,0.79428494,False
2307, Ovalbumin__AP00094,0,152,0.7555513,0.8675192,0.6209403,0.81806767,0.7964617,0.771708,False
2308, Ovalbumin__AP00094,0,153,0.7562805,0.8697821,0.63922226,0.8160643,0.7945464,0.77517915,False
2309, Ovalbumin__AP00094,0,154,0.7659026,0.8782123,0.64891636,0.8414482,0.8015511,0.7872061,False
2310, Ovalbumin__AP00094,0,155,0.8103182,0.8818229,0.6661526,0.839407,0.8170807,0.8029562,False
2311, Ovalbumin__AP00094,0,156,0.7972461,0.8834033,0.6599385,0.84668213,0.80924815,0.79930365,False
2312, Ovalbumin__AP00094,0,157,0.78360015,0.8756549,0.6310665,0.84121567,0.8009939,0.78650624,False
2313, Ovalbumin__AP00094,0,158,0.8146889,0.8834354,0.6555065,0.84491384,0.8117784,0.8020647,False
2314, Ovalbumin__AP00094,0,159,0.8460496,0.88572025,0.69355106,0.85880077,0.8201406,0.82085246,False
2315, Ovalbumin__AP00094,0,160,0.79926634,0.87427187,0.64711595,0.83925384,0.8112284,0.7942273,False
2316, Ovalbumin__AP00094,0,161,0.768733,0.8789867,0.6514755,0.8420738,0.80067945,0.78838974,False
2317, Ovalbumin__AP00094,0,162,0.7425761,0.87002015,0.6214526,0.8218788,0.7972672,0.770639,False
2318, Ovalbumin__AP00094,0,163,0.7412782,0.8649805,0.6198367,0.81142414,0.79581976,0.76666784,False
2319, Ovalbumin__AP00094,0,164,0.7546893,0.87372506,0.6234245,0.826901,0.7991019,0.77556837,False
2320, Ovalbumin__AP00094,0,165,0.7537508,0.86858004,0.61696863,0.8087393,0.7954362,0.768695,False
2321, Ovalbumin__AP00094,0,166,0.7520566,0.8680029,0.6117394,0.807203,0.80383253,0.7685669,False
2322, Ovalbumin__AP00094,0,167,0.7432322,0.87061584,0.62725794,0.8244893,0.7979378,0.7727066,False
2323, Ovalbumin__AP00094,0,168,0.7734965,0.8790245,0.63026947,0.8317578,0.80666417,0.7842425,False
2324, Ovalbumin__AP00094,0,169,0.75240433,0.86561245,0.61725664,0.8199505,0.80602884,0.77225053,False
2325, Ovalbumin__AP00094,0,170,0.7867811,0.8766199,0.6452691,0.83744407,0.80327886,0.7898786,False
2326, Ovalbumin__AP00094,1,171,0.81029177,0.88432723,0.6677818,0.8609488,0.8097477,0.80661947,True
2327, Ovalbumin__AP00094,1,172,0.8610988,0.8934298,0.69710803,0.8609979,0.83449304,0.8294255,True
2328, Ovalbumin__AP00094,1,173,0.82577294,0.8947252,0.686095,0.8618852,0.8320643,0.82010853,True
2329, Ovalbumin__AP00094,1,174,0.8210617,0.8874187,0.68321055,0.8602262,0.81862307,0.8141081,True
2330, Ovalbumin__AP00094,1,175,0.8328076,0.8882095,0.6898848,0.860381,0.8230553,0.8188677,True
2331, Ovalbumin__AP00094,1,176,0.8299206,0.8887625,0.7090312,0.8611694,0.82833654,0.82344407,True
2332, Ovalbumin__AP00094,1,177,0.8349348,0.89504665,0.72694963,0.86662376,0.83506876,0.83172476,True
2333, Ovalbumin__AP00094,1,178,0.84628963,0.89584553,0.7147019,0.86682105,0.8307903,0.8308897,True
2334, Ovalbumin__AP00094,1,179,0.7961442,0.88913256,0.66291183,0.8536998,0.82515305,0.8054083,True
2335, Ovalbumin__AP00094,1,180,0.81278056,0.8887739,0.66331786,0.8516491,0.8163749,0.8065793,True
2336, Ovalbumin__AP00094,0,181,0.8146764,0.8945683,0.7089012,0.86467195,0.824115,0.8213865,False
2337, Ovalbumin__AP00094,0,182,0.8141791,0.881076,0.6699942,0.8439887,0.8222678,0.8063011,False
2338, Ovalbumin__AP00094,0,183,0.7800506,0.87273425,0.63691705,0.81909764,0.7988031,0.7815205,False
2339, Ovalbumin__AP00094,0,184,0.7429883,0.8692431,0.6239444,0.82450074,0.7862015,0.7693756,False
2340, Ovalbumin__AP00094,0,185,0.74282247,0.8711055,0.61049306,0.812719,0.78847134,0.76512223,False
2341, Ovalbumin__AP00094,0,186,0.7823326,0.8713506,0.6300549,0.83064365,0.79676324,0.782229,False
2342, Ovalbumin__AP00094,0,187,0.736726,0.8649835,0.60841763,0.8158806,0.7907311,0.76334774,False
2343, Ovalbumin__AP00094,0,188,0.7436101,0.86539626,0.61347866,0.8072004,0.7932276,0.76458263,False
2344, Ovalbumin__AP00094,0,189,0.741451,0.86964935,0.61108667,0.81180644,0.7917099,0.76514065,False
2345, Ovalbumin__AP00094,0,190,0.73863,0.8596661,0.6065927,0.8036998,0.7847302,0.7586638,False
2346, Ovalbumin__AP00094,0,191,0.73898226,0.86343956,0.59757614,0.8016561,0.7773575,0.75580233,False
